snp	locus_gene	locus_entrez_id	distance_to_snp
rs62143198	BIRC8	112401	526059
rs62143198	FAM90A27P	646508	532741
rs62143198	LAIR1	3903	533699
rs62143198	VN1R4	317703	549962
rs62143198	VN1R2	317701	555848
rs62143198	ZNF677	342926	562787
rs62143198	TTYH1	57348	597534
rs62143198	ZNF665	79788	624299
rs62143198	LENG8-AS1	104355426	627128
rs62143198	LENG8	114823	631202
rs62143198	LENG9	94059	644111
rs62143198	CDC42EP5	148170	647341
rs62143198	ZNF347	84671	658610
rs62143198	LAIR2	3904	680194
rs62143198	ZNF415	55786	684608
rs62143198	ZNF160	90338	714249
rs62143198	LILRA2	11027	755235
rs62143198	ERVV-2	100271846	766609
rs62143198	LILRA1	11024	775897
rs62143198	ZNF702P	79986	779787
rs62143198	LILRB1	10859	799473
rs62143198	ERVV-1	147664	801563
rs62143198	LILRB4	11006	826204
rs62143198	MIR8061	102466251	827624
rs62143198	ZNF816	125893	854774
rs62143198	ZNF816-ZNF321P	100529240	854862
rs62143198	ZNF321P	399669	875084
rs62143198	LILRP2	79166	890231
rs62143198	ZNF888	388559	894204
rs62143198	KIR3DL3	115653	906794
rs62143198	ZNF320	162967	919992
rs62143198	KIR2DL3	3804	920830
rs62143198	KIR2DL1	3802	952126
rs62143198	ZNF468	90333	960036
rs62143198	ZNF28	7576	960085
rs62143198	KIR2DL4	3805	985850
rs62143198	KIR3DL1	3811	998783
rs62143206	NLRP12	91662	1436
rs62143206	MIR373	442918	34185
rs62143206	MIR372	442917	35002
rs62143206	MIR371B	100616185	35216
rs62143206	MIR371A	442916	35217
rs62143206	MYADM	91663	43265
rs62143206	PRKCG	5582	56232
rs62143206	MIR519A2	574500	60528
rs62143206	MIR516A2	574499	61736
rs62143206	MIR1283-2	100302205	64640
rs62143206	MIR516A1	574498	66128
rs62143206	MIR527	574497	68856
rs62143206	MIR519A1	574496	70477
rs62143206	MIR522	574495	71661
rs62143206	MIR521-1	574494	74236
rs62143206	MIR520H	574493	80359
rs62143206	MIR517C	574492	81551
rs62143206	MIR518A2	574491	83539
rs62143206	MIR516B1	574490	86024
rs62143206	CACNG7	59284	86377
rs62143206	MIR518D	574489	87995
rs62143206	MIR518A1	574488	91868
rs62143206	MIR518E	574487	93033
rs62143206	MIR526A2	574486	95972
rs62143206	MIR516B2	574485	97432
rs62143206	MIR520G	574484	100703
rs62143206	MIR517B	574483	101816
rs62143206	MIR520D	574482	102776
rs62143206	MIR521-2	574481	106278
rs62143206	MIR519D	574480	109524
rs62143206	MIR517A	574479	110604
rs62143206	MIR524	574478	111870
rs62143206	MIR518C	574477	114123
rs62143206	MIR520C	574476	115419
rs62143206	MIR526A1	574475	116622
rs62143206	MIR518B	574474	120139
rs62143206	MIR520B	574473	121671
rs62143206	MIR518F	574472	122857
rs62143206	MIR523	574471	124487
rs62143206	MIR525	574470	125341
rs62143206	MIR519B	574469	127665
rs62143206	MIR526B	574468	128483
rs62143206	MIR520A	574467	131993
rs62143206	MIR1283-1	100302265	134391
rs62143206	MIR519C	574466	136403
rs62143206	MIR515-2	574465	137867
rs62143206	CACNG8	59283	140082
rs62143206	MIR520F	574464	140713
rs62143206	MIR519E	574463	142935
rs62143206	MIR515-1	574462	143873
rs62143206	MIR520E	574461	147161
rs62143206	MIR498	574460	148638
rs62143206	MIR1323	100302255	150918
rs62143206	MIR512-2	574459	153704
rs62143206	MIR512-1	574458	156196
rs62143206	MIR935	100126325	159349
rs62143206	CACNG6	59285	169330
rs62143206	DPRX	503834	185949
rs62143206	AC011487.2	284379	214507
rs62143206	VSTM1	284415	217867
rs62143206	ZNF331	55422	242689
rs62143206	TARM1	441864	246937
rs62143206	OSCAR	126014	271710
rs62143206	NDUFA3	4696	279770
rs62143206	TFPT	29844	284055
rs62143206	PRPF31	26121	292452
rs62143206	CNOT3	4849	314770
rs62143206	ZNF813	126017	326703
rs62143206	LENG1	79165	332203
rs62143206	TMC4	147798	337150
rs62143206	MBOAT7	79143	350454
rs62143206	ZNF761	388561	364697
rs62143206	ZNF761	110116772	364697
rs62143206	TSEN34	79042	366980
rs62143206	RPS9	6203	377784
rs62143206	TPM3P9	147804	378288
rs62143206	ZNF765	91661	392545
rs62143206	LILRB3	11025	393320
rs62143206	LILRB3	102725035	393320
rs62143206	LILRB3	107987425	393320
rs62143206	LILRB3	107987462	393320
rs62143206	LILRA6	79168	413634
rs62143206	LILRB5	10990	426473
rs62143206	ZNF525	170958	430741
rs62143206	LILRB2	10288	450863
rs62143206	MIR4752	100616171	459151
rs62143206	ZNF845	91664	468089
rs62143206	LILRA5	353514	484112
rs62143206	LILRA4	23547	510227
rs62143206	LAIR1	3903	528426
rs62143206	BIRC8	112401	531332
rs62143206	FAM90A27P	646508	538014
rs62143206	VN1R4	317703	555235
rs62143206	VN1R2	317701	561121
rs62143206	ZNF677	342926	568060
rs62143206	TTYH1	57348	592261
rs62143206	LENG8-AS1	104355426	621855
rs62143206	LENG8	114823	625929
rs62143206	ZNF665	79788	629572
rs62143206	LENG9	94059	638838
rs62143206	CDC42EP5	148170	642068
rs62143206	ZNF347	84671	663883
rs62143206	LAIR2	3904	674921
rs62143206	ZNF415	55786	689881
rs62143206	ZNF160	90338	719522
rs62143206	LILRA2	11027	749962
rs62143206	LILRA1	11024	770624
rs62143206	ERVV-2	100271846	771882
rs62143206	ZNF702P	79986	785060
rs62143206	LILRB1	10859	794200
rs62143206	ERVV-1	147664	806836
rs62143206	LILRB4	11006	820931
rs62143206	MIR8061	102466251	822351
rs62143206	ZNF816	125893	860047
rs62143206	ZNF816-ZNF321P	100529240	860135
rs62143206	ZNF321P	399669	880357
rs62143206	LILRP2	79166	884958
rs62143206	ZNF888	388559	899477
rs62143206	KIR3DL3	115653	901521
rs62143206	KIR2DL3	3804	915557
rs62143206	ZNF320	162967	925265
rs62143206	KIR2DL1	3802	946853
rs62143206	ZNF468	90333	965309
rs62143206	ZNF28	7576	965358
rs62143206	KIR2DL4	3805	980577
rs62143206	KIR3DL1	3811	993510
rs79785970	LHB	3972	1906
rs79785970	RUVBL2	10856	1921
rs79785970	AC008687.4	101059948	3422
rs79785970	MIR6798	102466738	4102
rs79785970	CGB3	1082	8795
rs79785970	CGB2	114336	17838
rs79785970	GYS1	2997	20764
rs79785970	CGB1	114335	21536
rs79785970	CGB5	93659	29810
rs79785970	CGB8	94115	33564
rs79785970	CGB7	94027	40201
rs79785970	NTF4	4909	46992
rs79785970	FTL	2512	47196
rs79785970	BAX	581	52276
rs79785970	KCNA7	3743	53344
rs79785970	DHDH	27294	69105
rs79785970	SNRNP70	6625	71345
rs79785970	NUCB1	4924	90702
rs79785970	NUCB1-AS1	100874085	95183
rs79785970	LIN7B	64130	100250
rs79785970	C19orf73	55150	104323
rs79785970	PPFIA3	8541	105315
rs79785970	TULP2	7288	115341
rs79785970	HRC	3270	137124
rs79785970	PPP1R15A	23645	138017
rs79785970	TRPM4	54795	143667
rs79785970	PLEKHA4	57664	145442
rs79785970	HSD17B14	51171	177396
rs79785970	BCAT2	587	203045
rs79785970	FGF21	26291	255744
rs79785970	FUT1	2523	258684
rs79785970	IZUMO1	284359	267165
rs79785970	RASIP1	54922	273353
rs79785970	SLC6A16	28968	275564
rs79785970	MAMSTR	284358	294353
rs79785970	MIR4324	100422979	294723
rs79785970	FUT2	2524	308124
rs79785970	CD37	951	321097
rs79785970	TEAD2	8463	326521
rs79785970	SEC1P	653677	331829
rs79785970	NTN5	126147	340993
rs79785970	DKKL1	27120	347709
rs79785970	AC010643.1	101928295	354631
rs79785970	CA11	770	367762
rs79785970	CCDC155	147872	374144
rs79785970	DBP	1628	376636
rs79785970	SPHK2	56848	383357
rs79785970	RPL18	6141	394538
rs79785970	FAM83E	54854	399220
rs79785970	SPACA4	171169	406360
rs79785970	PTH2	113091	408340
rs79785970	GFY	100507003	409675
rs79785970	SULT2B1	6820	414649
rs79785970	SLC17A7	57030	415327
rs79785970	PIH1D1	55011	432224
rs79785970	ALDH16A1	126133	439095
rs79785970	FLT3LG	2323	460133
rs79785970	RPL13A	23521	473480
rs79785970	SNORD32A	26819	475891
rs79785970	SNORD33	26818	476541
rs79785970	SNORD34	26817	476830
rs79785970	SNORD35A	26816	477101
rs79785970	RPS11	6205	482291
rs79785970	MIR150	406942	486711
rs79785970	FCGRT	2217	492742
rs79785970	LMTK3	114783	500885
rs79785970	RCN3	57333	513544
rs79785970	CYTH2	9266	531760
rs79785970	NOSIP	51070	541637
rs79785970	KCNJ14	3770	547094
rs79785970	GRWD1	83743	557052
rs79785970	PRRG2	5639	566572
rs79785970	GRIN2D	2906	569143
rs79785970	PRR12	57479	577569
rs79785970	RRAS	6237	621218
rs79785970	KDELR1	10945	622521
rs79785970	SCAF1	58506	628051
rs79785970	SYNGR4	23546	637698
rs79785970	IRF3	3661	645495
rs79785970	TMEM143	55260	649837
rs79785970	BCL2L12	83596	651068
rs79785970	PRMT1	3276	661712
rs79785970	MIR5088	100847074	668043
rs79785970	ADM5	199800	674590
rs79785970	CPT1C	126129	676824
rs79785970	EMP3	2014	683521
rs79785970	CCDC114	93233	692180
rs79785970	TSKS	60385	725679
rs79785970	ZNF114	163071	726466
rs79785970	AP2A1	160	752894
rs79785970	CARD8-AS1	100505812	755875
rs79785970	CARD8	22900	758128
rs79785970	MIR6799	102465479	777792
rs79785970	FUZ	80199	792795
rs79785970	MED25	81857	804205
rs79785970	ZSWIM9	374920	816454
rs79785970	MIR6800	102465480	817944
rs79785970	PTOV1-AS1	100506033	824565
rs79785970	PTOV1	53635	836661
rs79785970	MIR4749	100616313	840517
rs79785970	LIG1	3978	843471
rs79785970	PNKP	11284	845808
rs79785970	AKT1S1	84335	854959
rs79785970	TBC1D17	79735	863351
rs79785970	MIR4750	100616314	874101
rs79785970	IL4I1	259307	875580
rs79785970	NUP62	23636	892751
rs79785970	PLA2G4C	8605	903257
rs79785970	ATF5	22809	914628
rs79785970	MIR4751	100616483	918990
rs79785970	SIGLEC11	114132	934911
rs79785970	PLA2G4C-AS1	106144526	949129
rs79785970	VRK3	51231	962393
rs79785970	CABP5	56344	970021
rs79785970	ELSPBP1	64100	988921
rs216311	VWF	7450	70403
rs216311	ANO2	57101	73045
rs216311	CD9	928	180438
rs216311	PLEKHG6	55200	291159
rs216311	TNFRSF1A	7132	309480
rs216311	SCNN1A	6337	327566
rs216311	LTBR	4055	355768
rs216311	CD27-AS1	678655	419724
rs216311	CD27	939	425590
rs216311	TAPBPL	55080	432413
rs216311	VAMP1	6843	442960
rs216311	MRPL51	51258	472609
rs216311	NCAPD2	9918	474079
rs216311	SCARNA10	692148	490945
rs216311	NTF3	4908	497741
rs216311	GAPDH	2597	514650
rs216311	IFFO1	25900	519098
rs216311	NOP2	4839	537586
rs216311	CHD4	1108	550806
rs216311	SCARNA11	677780	562197
rs216311	LPAR5	57121	599558
rs216311	ACRBP	84519	618798
rs216311	ING4	51147	631003
rs216311	ZNF384	171017	647200
rs216311	PIANP	196500	674515
rs216311	COPS7A	50813	704464
rs216311	MLF2	8079	728719
rs216311	PTMS	5763	746239
rs216311	LAG3	3902	753235
rs216311	CD4	920	767581
rs216311	LINC02443	101929584	776126
rs216311	GPR162	27239	802268
rs216311	P3H3	10536	809133
rs216311	GNB3	2784	820677
rs216311	CDCA3	83461	825516
rs216311	USP5	8078	832851
rs216311	TPI1	7167	847842
rs216311	SPSB2	84727	851658
rs216311	SPSB2	105369632	851658
rs216311	LRRC23	10233	854292
rs216311	DSTNP2	171220	865405
rs216311	ENO2	2026	894468
rs216311	ATN1	1822	905186
rs216311	C12orf57	113246	923701
rs216311	RNU7-1	100147744	924539
rs216311	PTPN6	5777	927191
rs216311	MIR200CHG	105369635	943969
rs216311	MIR200C	406985	944422
rs216311	MIR141	406933	944820
rs216311	PHB2	11331	946050
rs216311	SCARNA12	677777	948060
rs216311	EMG1	10436	951616
rs216311	LPCAT3	10162	956909
rs216311	C1S	716	968982
rs216311	KCNA5	3741	972489
rs61077924	GRAMD1C	54762	40088
rs61077924	ZDHHC23	254887	40815
rs61077924	CCDC191	57577	57051
rs61077924	ATP6V1A	523	95030
rs61077924	QTRT2	79691	98747
rs61077924	NAA50	80218	160786
rs61077924	USF3	205717	210440
rs61077924	DRD3	1814	221566
rs61077924	SIDT1	54847	277508
rs61077924	MIR4446	100616476	312144
rs61077924	ZNF80	7634	327545
rs61077924	TIGIT	201633	369827
rs61077924	SPICE1	152185	391899
rs61077924	ZBTB20	26137	407415
rs61077924	MIR568	693153	409389
rs61077924	ZBTB20-AS1	100131117	444725
rs61077924	CFAP44	55779	465476
rs61077924	CFAP44-AS1	100874029	473094
rs61077924	MIR8076	102466253	474886
rs61077924	ZBTB20-AS5	101929754	538435
rs61077924	BOC	91653	619627
rs61077924	LINC02044	101929717	739267
rs61077924	MIR4796	100616166	836359
rs61077924	NEPRO	25871	887225
rs61077924	GTPBP8	29083	892026
rs61077924	CD200R1	131450	931964
rs429358	APOE	348	709
rs429358	TOMM40	10452	4995
rs429358	APOC1	341	5563
rs429358	APOC1P1	342	18120
rs429358	NECTIN2	5819	19456
rs429358	APOC4	346	33554
rs429358	APOC2	344	37298
rs429358	CLPTM1	1209	45901
rs429358	BCAM	4059	87264
rs429358	RELB	5971	92746
rs429358	CBLC	23624	108050
rs429358	CLASRP	11129	130356
rs429358	BCL3	602	148640
rs429358	MIR8085	102465879	149963
rs429358	ZNF296	162979	162816
rs429358	AC011489.1	105372419	167826
rs429358	GEMIN7	79760	170511
rs429358	MARK4	57787	170604
rs429358	PPP1R37	284352	182712
rs429358	CEACAM16	388551	197970
rs429358	CEACAM19	56971	224325
rs429358	NKPD1	284353	241066
rs429358	PVR	5817	245101
rs429358	TRAPPC6A	79090	254244
rs429358	MIR4531	100616355	254952
rs429358	BLOC1S3	388552	270061
rs429358	IGSF23	147710	271903
rs429358	CEACAM22P	388550	287863
rs429358	EXOC3L2	90332	303937
rs429358	CEACAM20	125931	378896
rs429358	CKM	1158	397730
rs429358	ZNF180	7733	408160
rs429358	KLC3	147700	424750
rs429358	ERCC2	2068	441153
rs429358	ZNF229	7772	460106
rs429358	PPP1R13L	10848	470950
rs429358	CD3EAP	10849	497525
rs429358	ERCC1	2067	498649
rs429358	ZNF285	26974	507076
rs429358	MIR6088	102464836	527970
rs429358	ZNF112	7771	541467
rs429358	FOSB	2354	559311
rs429358	RTN2	6253	576605
rs429358	PPM1N	147699	580093
rs429358	VASP	7408	597895
rs429358	ZNF235	9310	603638
rs429358	OPA3	80207	618743
rs429358	ZNF233	353355	633367
rs429358	ZNF227	7770	671416
rs429358	GPR4	2828	681080
rs429358	EML2	24139	698310
rs429358	ZNF226	7769	730303
rs429358	MIR330	442902	730310
rs429358	EML2-AS1	100287177	732810
rs429358	ZNF234	10780	748375
rs429358	GIPR	2696	759560
rs429358	MIR642A	693227	766244
rs429358	MIR642B	100500845	766248
rs429358	ZNF225	7768	773868
rs429358	SNRPD2	6633	778770
rs429358	QPCTL	54814	783799
rs429358	AC021092.1	100379224	795539
rs429358	ZNF224	7767	798798
rs429358	FBXO46	23403	801945
rs429358	ZNF284	342909	819071
rs429358	BHMG1	388553	824567
rs429358	ZNF223	7766	840693
rs429358	SIX5	147912	856101
rs429358	DM1-AS	109729182	859112
rs429358	DMPK	1760	861033
rs429358	DMWD	1762	874263
rs429358	ZNF222	7673	875572
rs429358	RSPH6A	81492	887026
rs429358	ZNF230	7773	894758
rs429358	AC006213.1	101928063	905848
rs429358	SYMPK	8189	906726
rs429358	ZNF155	7711	910359
rs429358	ZNF221	7638	940975
rs429358	FOXA3	3171	955305
rs429358	ZNF45	7596	973406
rs429358	IRF2BP1	26145	974923
rs429358	MYPOP	339344	981336
rs3822020	SLC26A1	10861	1501
rs3822020	IDUA	3425	4942
rs3822020	DGKQ	1609	5044
rs3822020	FGFRL1	53834	17997
rs3822020	TMEM175	84286	33283
rs3822020	GAK	2580	59566
rs3822020	RNF212	285498	64311
rs3822020	AC092535.3	105374344	121700
rs3822020	TMED11P	100379220	123258
rs3822020	CPLX1	10815	165741
rs3822020	SPON2	10417	174993
rs3822020	AC139887.2	100129917	210090
rs3822020	CTBP1-AS	285463	218181
rs3822020	CTBP1	1487	219509
rs3822020	PCGF3	10336	221299
rs3822020	MAEA	10296	297912
rs3822020	MFSD7	84179	302498
rs3822020	MYL5	4636	309906
rs3822020	ATP5I	521	317601
rs3822020	PDE6B	5158	321157
rs3822020	AC107464.1	101928521	335726
rs3822020	UVSSA	57654	355327
rs3822020	UVSSA	285464	355327
rs3822020	AC116565.2	105374338	407073
rs3822020	NKX1-1	54729	410993
rs3822020	PIGG	54872	451743
rs3822020	ZNF721	170960	492783
rs3822020	ABCA11P	79963	517810
rs3822020	ZNF141	7700	607075
rs3822020	FAM53A	152877	625976
rs3822020	MIR571	693156	641687
rs3822020	ZNF732	654254	686618
rs3822020	SLBP	7884	700861
rs3822020	TMEM129	92305	724013
rs3822020	TACC3	10460	729551
rs3822020	ZNF876P	642280	735954
rs3822020	FGFR3	2261	801368
rs3822020	LETM1	3954	819540
rs3822020	ZNF718	255403	827950
rs3822020	NSD2	7468	879485
rs3822020	ZNF595	152687	903728
rs3822020	SCARNA22	677770	982697
rs3822020	NELFA	7469	990775
rs3822020	MIR943	100126332	994445
rs34436714	NLRP12	91662	335
rs34436714	MIR373	442918	35286
rs34436714	MIR372	442917	36103
rs34436714	MIR371B	100616185	36317
rs34436714	MIR371A	442916	36318
rs34436714	MYADM	91663	42164
rs34436714	PRKCG	5582	55131
rs34436714	MIR519A2	574500	61629
rs34436714	MIR516A2	574499	62837
rs34436714	MIR1283-2	100302205	65741
rs34436714	MIR516A1	574498	67229
rs34436714	MIR527	574497	69957
rs34436714	MIR519A1	574496	71578
rs34436714	MIR522	574495	72762
rs34436714	MIR521-1	574494	75337
rs34436714	MIR520H	574493	81460
rs34436714	MIR517C	574492	82652
rs34436714	MIR518A2	574491	84640
rs34436714	CACNG7	59284	85276
rs34436714	MIR516B1	574490	87125
rs34436714	MIR518D	574489	89096
rs34436714	MIR518A1	574488	92969
rs34436714	MIR518E	574487	94134
rs34436714	MIR526A2	574486	97073
rs34436714	MIR516B2	574485	98533
rs34436714	MIR520G	574484	101804
rs34436714	MIR517B	574483	102917
rs34436714	MIR520D	574482	103877
rs34436714	MIR521-2	574481	107379
rs34436714	MIR519D	574480	110625
rs34436714	MIR517A	574479	111705
rs34436714	MIR524	574478	112971
rs34436714	MIR518C	574477	115224
rs34436714	MIR520C	574476	116520
rs34436714	MIR526A1	574475	117723
rs34436714	MIR518B	574474	121240
rs34436714	MIR520B	574473	122772
rs34436714	MIR518F	574472	123958
rs34436714	MIR523	574471	125588
rs34436714	MIR525	574470	126442
rs34436714	MIR519B	574469	128766
rs34436714	MIR526B	574468	129584
rs34436714	MIR520A	574467	133094
rs34436714	MIR1283-1	100302265	135492
rs34436714	MIR519C	574466	137504
rs34436714	MIR515-2	574465	138968
rs34436714	CACNG8	59283	138981
rs34436714	MIR520F	574464	141814
rs34436714	MIR519E	574463	144036
rs34436714	MIR515-1	574462	144974
rs34436714	MIR520E	574461	148262
rs34436714	MIR498	574460	149739
rs34436714	MIR1323	100302255	152019
rs34436714	MIR512-2	574459	154805
rs34436714	MIR512-1	574458	157297
rs34436714	MIR935	100126325	158248
rs34436714	CACNG6	59285	168229
rs34436714	DPRX	503834	187050
rs34436714	AC011487.2	284379	215608
rs34436714	VSTM1	284415	216766
rs34436714	ZNF331	55422	243790
rs34436714	TARM1	441864	245836
rs34436714	OSCAR	126014	270609
rs34436714	NDUFA3	4696	278669
rs34436714	TFPT	29844	282954
rs34436714	PRPF31	26121	291351
rs34436714	CNOT3	4849	313669
rs34436714	ZNF813	126017	327804
rs34436714	LENG1	79165	331102
rs34436714	TMC4	147798	336049
rs34436714	MBOAT7	79143	349353
rs34436714	ZNF761	388561	365798
rs34436714	ZNF761	110116772	365798
rs34436714	TSEN34	79042	365879
rs34436714	RPS9	6203	376683
rs34436714	TPM3P9	147804	379389
rs34436714	LILRB3	11025	392219
rs34436714	LILRB3	102725035	392219
rs34436714	LILRB3	107987425	392219
rs34436714	LILRB3	107987462	392219
rs34436714	ZNF765	91661	393646
rs34436714	LILRA6	79168	412533
rs34436714	LILRB5	10990	425372
rs34436714	ZNF525	170958	431842
rs34436714	LILRB2	10288	449762
rs34436714	MIR4752	100616171	458050
rs34436714	ZNF845	91664	469190
rs34436714	LILRA5	353514	483011
rs34436714	LILRA4	23547	509126
rs34436714	LAIR1	3903	527325
rs34436714	BIRC8	112401	532433
rs34436714	FAM90A27P	646508	539115
rs34436714	VN1R4	317703	556336
rs34436714	VN1R2	317701	562222
rs34436714	ZNF677	342926	569161
rs34436714	TTYH1	57348	591160
rs34436714	LENG8-AS1	104355426	620754
rs34436714	LENG8	114823	624828
rs34436714	ZNF665	79788	630673
rs34436714	LENG9	94059	637737
rs34436714	CDC42EP5	148170	640967
rs34436714	ZNF347	84671	664984
rs34436714	LAIR2	3904	673820
rs34436714	ZNF415	55786	690982
rs34436714	ZNF160	90338	720623
rs34436714	LILRA2	11027	748861
rs34436714	LILRA1	11024	769523
rs34436714	ERVV-2	100271846	772983
rs34436714	ZNF702P	79986	786161
rs34436714	LILRB1	10859	793099
rs34436714	ERVV-1	147664	807937
rs34436714	LILRB4	11006	819830
rs34436714	MIR8061	102466251	821250
rs34436714	ZNF816	125893	861148
rs34436714	ZNF816-ZNF321P	100529240	861236
rs34436714	ZNF321P	399669	881458
rs34436714	LILRP2	79166	883857
rs34436714	KIR3DL3	115653	900420
rs34436714	ZNF888	388559	900578
rs34436714	KIR2DL3	3804	914456
rs34436714	ZNF320	162967	926366
rs34436714	KIR2DL1	3802	945752
rs34436714	ZNF468	90333	966410
rs34436714	ZNF28	7576	966459
rs34436714	KIR2DL4	3805	979476
rs34436714	KIR3DL1	3811	992409
rs12481228	CPNE1	8904	4720
rs12481228	SPAG4	6676	9702
rs12481228	RBM12	10137	18174
rs12481228	NFS1	9054	37304
rs12481228	ROMO1	140823	68521
rs12481228	RBM39	9584	70596
rs12481228	ERGIC3	51614	73117
rs12481228	C20orf173	140873	101099
rs12481228	CEP250	11190	111471
rs12481228	PHF20	51230	141223
rs12481228	GDF5	8200	176005
rs12481228	MIR1289-1	100302125	176654
rs12481228	GDF5OS	554250	195301
rs12481228	UQCC1	55245	218610
rs12481228	SCAND1	51282	322866
rs12481228	CNBD2	140894	323813
rs12481228	FAM83C	128876	338350
rs12481228	FAM83C-AS1	140846	344995
rs12481228	EIF6	3692	345766
rs12481228	MMP24OS	101410538	352620
rs12481228	MMP24	10893	353751
rs12481228	PROCR	10544	414511
rs12481228	NORAD	647979	414871
rs12481228	EPB41L1	2036	460753
rs12481228	EDEM2	55741	483387
rs12481228	EDEM2	111089941	483387
rs12481228	TRPC4AP	26133	537880
rs12481228	AAR2	25980	605708
rs12481228	MYH7B	57644	628314
rs12481228	MIR499A	574501	640254
rs12481228	MIR499B	100616134	640279
rs12481228	GSS	2937	674934
rs12481228	DLGAP4	22839	675585
rs12481228	ACSS2	55902	702789
rs12481228	GGT7	2686	757891
rs12481228	NCOA6	23054	805102
rs12481228	DLGAP4-AS1	101926987	876951
rs12481228	MYL9	10398	910733
rs12481228	TP53INP2	58476	917312
rs12481228	PIGU	128869	931961
rs12481228	TGIF2	60436	942737
rs12481228	TGIF2-C20orf24	100527943	943802
rs12481228	C20orf24	55969	974983
rs12481228	SLA2	84174	981567
rs376891043	KIR2DL3	3804	920
rs376891043	KIR3DL3	115653	1059
rs376891043	LILRP2	79166	24142
rs376891043	KIR2DL1	3802	32216
rs376891043	KIR2DL4	3805	65940
rs376891043	LILRB4	11006	67236
rs376891043	KIR3DL1	3811	78873
rs376891043	MIR8061	102466251	92212
rs376891043	KIR2DS4	3809	95081
rs376891043	LILRB1	10859	100067
rs376891043	KIR3DL2	3812	112848
rs376891043	LILRA1	11024	135505
rs376891043	FCAR	2204	136653
rs376891043	LILRA2	11027	147308
rs376891043	NCR1	9437	168555
rs376891043	NLRP7	199713	185914
rs376891043	NLRP2	55655	215535
rs376891043	LAIR2	3904	226908
rs376891043	CDC42EP5	148170	264331
rs376891043	LENG9	94059	273884
rs376891043	LENG8	114823	275558
rs376891043	GP6	51206	276110
rs376891043	LENG8-AS1	104355426	288550
rs376891043	TTYH1	57348	300695
rs376891043	RDH13	112724	301513
rs376891043	EPS8L1	54869	334425
rs376891043	PPP1R12C	54776	353318
rs376891043	LAIR1	3903	367037
rs376891043	MIR7975	102466872	385630
rs376891043	TNNT1	7138	395199
rs376891043	LILRA4	23547	398445
rs376891043	TNNI3	7137	414172
rs376891043	DNAAF3	352909	421066
rs376891043	LILRA5	353514	424456
rs376891043	SYT5	6861	433604
rs376891043	PTPRH	5794	443653
rs376891043	MIR4752	100616171	455415
rs376891043	LILRB2	10288	456411
rs376891043	LILRB5	10990	480294
