snp	pqtl_gene	neg_logp	gwas_collection	gwas_source
rs227646	PTPN4	12.523	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	NMRAL1	12.523	additional GWAS	Biorxiv-Butterworth-2017
rs144515162	HNF4A	12.523	additional GWAS	Biorxiv-Butterworth-2017
rs6065904	KITLG	12.495	additional GWAS	Biorxiv-Butterworth-2017
rs704	PRLR	12.495	additional GWAS	Biorxiv-Butterworth-2017
rs181978376	SCIN	12.495	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	LRP1	12.495	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	ERO1L	12.456	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	C7orf69	12.444	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CRABP1	12.444	additional GWAS	Biorxiv-Butterworth-2017
rs56278466	SEMA6A	12.444	additional GWAS	Biorxiv-Butterworth-2017
rs10762481	C1QTNF1	12.432	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	BIRC5	12.432	additional GWAS	Biorxiv-Butterworth-2017
rs5167	LRTM2	12.42	additional GWAS	Biorxiv-Butterworth-2017
rs61932023	C1QTNF5	12.409	additional GWAS	Biorxiv-Butterworth-2017
rs3032928	MASP1	12.387	additional GWAS	Biorxiv-Butterworth-2017
rs75077631	DBNL	12.377	additional GWAS	Biorxiv-Butterworth-2017
rs142201367	ETHE1	12.377	additional GWAS	Biorxiv-Butterworth-2017
rs8176743	NOTCH1	12.377	additional GWAS	Biorxiv-Butterworth-2017
rs704	DKKL1	12.367	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	COA3	12.367	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	KIF16B	12.367	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	PDGFB	12.357	additional GWAS	Biorxiv-Butterworth-2017
rs7539005	KLK6	12.337	additional GWAS	Biorxiv-Butterworth-2017
rs13412535	PDGFB	12.337	additional GWAS	Biorxiv-Butterworth-2017
rs2668196	NDC80	12.319	additional GWAS	Biorxiv-Butterworth-2017
rs964184	APOA5	12.31	additional GWAS	Biorxiv-Butterworth-2017
rs28480230	CRP	12.301	additional GWAS	Biorxiv-Butterworth-2017
rs967645	AZGP1	12.301	additional GWAS	Biorxiv-Butterworth-2017
rs34084772	CACNA2D3	12.292	additional GWAS	Biorxiv-Butterworth-2017
rs967645	CKAP2	12.292	additional GWAS	Biorxiv-Butterworth-2017
rs573431210	CXCL12	12.292	additional GWAS	Biorxiv-Butterworth-2017
rs9274954	PAXIP1	12.292	additional GWAS	Biorxiv-Butterworth-2017
rs570618	TNFRSF11B	12.284	additional GWAS	Biorxiv-Butterworth-2017
rs56278466	PLXNB2	12.284	additional GWAS	Biorxiv-Butterworth-2017
rs635634	IL6ST	12.284	additional GWAS	Biorxiv-Butterworth-2017
rs36229204	PLAU	12.284	additional GWAS	Biorxiv-Butterworth-2017
rs11657394	SERPINF2	12.268	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	OSM	12.268	additional GWAS	Biorxiv-Butterworth-2017
rs704	TPSG1	12.252	additional GWAS	Biorxiv-Butterworth-2017
rs13962	CCL14	12.237	additional GWAS	Biorxiv-Butterworth-2017
rs3862628	IL6ST	12.237	additional GWAS	Biorxiv-Butterworth-2017
rs967645	FLNA	12.201	additional GWAS	Biorxiv-Butterworth-2017
rs7162172	FGF7	12.167	additional GWAS	Biorxiv-Butterworth-2017
rs35026927	PYGL	12.167	additional GWAS	Biorxiv-Butterworth-2017
rs10405357	KLK7	12.149	additional GWAS	Biorxiv-Butterworth-2017
rs704	PCDH10	12.143	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	MPL	12.143	additional GWAS	Biorxiv-Butterworth-2017
rs5167	APOL1	12.131	additional GWAS	Biorxiv-Butterworth-2017
rs9296009	UAP1	12.131	additional GWAS	Biorxiv-Butterworth-2017
rs1694123	ZHX3	12.119	additional GWAS	Biorxiv-Butterworth-2017
rs140142103	CAMK1D	12.119	additional GWAS	Biorxiv-Butterworth-2017
rs77258096	PRSS2	12.119	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	MANBA	12.108	additional GWAS	Biorxiv-Butterworth-2017
rs704	CHIC2	12.108	additional GWAS	Biorxiv-Butterworth-2017
rs11447348	TMEM59L	12.102	additional GWAS	Biorxiv-Butterworth-2017
rs12493107	AP4M1	12.081	additional GWAS	Biorxiv-Butterworth-2017
rs357253	OSMR	12.081	additional GWAS	Biorxiv-Butterworth-2017
rs9857914	DEFB1	12.071	additional GWAS	Biorxiv-Butterworth-2017
rs2731674	GNRH1	12.051	additional GWAS	Biorxiv-Butterworth-2017
rs528298	DCUN1D5	12.051	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	SFRP2	12.022	additional GWAS	Biorxiv-Butterworth-2017
rs12972849	ASMTL	12.009	additional GWAS	Biorxiv-Butterworth-2017
rs13402561	ISOC1	12.009	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	SECTM1	12	additional GWAS	Biorxiv-Butterworth-2017
rs62143194	KLRF1	12	additional GWAS	Biorxiv-Butterworth-2017
rs111265125	GALP	12	additional GWAS	Biorxiv-Butterworth-2017
rs11447348	MAPKAPK5	12	additional GWAS	Biorxiv-Butterworth-2017
rs2081048	IGLL1	11.959	additional GWAS	Biorxiv-Butterworth-2017
rs1409338	SLC22A16	11.959	additional GWAS	Biorxiv-Butterworth-2017
rs7412	STAR	11.959	additional GWAS	Biorxiv-Butterworth-2017
rs570618	LTBR	11.959	additional GWAS	Biorxiv-Butterworth-2017
rs2608894	FAM3B	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs2027993	DUSP4	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs143741106	AGER	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs10424405	SIGLEC12	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs5803322	TOM1L1	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	PTEN	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs147678983	GALNT16	11.921	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	RARRES3	11.886	additional GWAS	Biorxiv-Butterworth-2017
rs72975088	GFRAL	11.886	additional GWAS	Biorxiv-Butterworth-2017
rs2205895	GAL	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs6809081	PCDHA7	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs74780677	COLGALT1	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs527942	PCDHA4	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs368465	CD22	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs4241819	EDN2	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs62217798	TNFRSF6B	11.854	additional GWAS	Biorxiv-Butterworth-2017
rs112206797	NGFR	11.824	additional GWAS	Biorxiv-Butterworth-2017
rs2731674	GPNMB	11.824	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	ST6GALNAC1	11.824	additional GWAS	Biorxiv-Butterworth-2017
rs66526029	PDE6D	11.824	additional GWAS	Biorxiv-Butterworth-2017
rs570618	CLK2	11.824	additional GWAS	Biorxiv-Butterworth-2017
rs967645	C1QBP	11.824	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	EDAR	11.796	additional GWAS	Biorxiv-Butterworth-2017
rs1019016	SEMA3C	11.796	additional GWAS	Biorxiv-Butterworth-2017
rs11065979	GP1BA	11.796	additional GWAS	Biorxiv-Butterworth-2017
rs2435349	CSGALNACT2	11.796	additional GWAS	Biorxiv-Butterworth-2017
rs1687391	SPINK2	11.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	FLT3	11.77	additional GWAS	Biorxiv-Butterworth-2017
rs41290289	NAT1	11.77	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CA10	11.77	additional GWAS	Biorxiv-Butterworth-2017
rs11607100	BMP6	11.745	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	UPK3BL	11.745	additional GWAS	Biorxiv-Butterworth-2017
rs201263987	PECAM1	11.745	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	ARHGAP30	11.721	additional GWAS	Biorxiv-Butterworth-2017
rs704	TP53	11.721	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	IL37	11.721	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	RBM24	11.721	additional GWAS	Biorxiv-Butterworth-2017
rs141738059	RDH16	11.699	additional GWAS	Biorxiv-Butterworth-2017
rs62143206	DEFB128	11.699	additional GWAS	Biorxiv-Butterworth-2017
rs58359565	ERLEC1	11.678	additional GWAS	Biorxiv-Butterworth-2017
rs704	PPIL2	11.678	additional GWAS	Biorxiv-Butterworth-2017
rs183772362	DEFB104A	11.678	additional GWAS	Biorxiv-Butterworth-2017
rs704	AURKB	11.678	additional GWAS	Biorxiv-Butterworth-2017
rs1695	GSTP1	11.638	additional GWAS	Biorxiv-Butterworth-2017
rs3787480	GNRH2	11.638	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	SLAMF7	11.638	additional GWAS	Biorxiv-Butterworth-2017
rs1800594	SEC13	11.638	additional GWAS	Biorxiv-Butterworth-2017
rs2241883	FABP1	11.62	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	ENO2	11.602	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	FSTL4	11.602	additional GWAS	Biorxiv-Butterworth-2017
rs11291564	SLAMF6	11.585	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	OLA1	11.585	additional GWAS	Biorxiv-Butterworth-2017
rs967645	STK16	11.585	additional GWAS	Biorxiv-Butterworth-2017
rs73159540	TMEM132B	11.569	additional GWAS	Biorxiv-Butterworth-2017
rs1194673	DKK1	11.553	additional GWAS	Biorxiv-Butterworth-2017
rs967645	HNRNPC	11.553	additional GWAS	Biorxiv-Butterworth-2017
rs77320622	KREMEN1	11.553	additional GWAS	Biorxiv-Butterworth-2017
rs6791672	CD200R1	11.553	additional GWAS	Biorxiv-Butterworth-2017
rs59896920	MMRN2	11.553	additional GWAS	Biorxiv-Butterworth-2017
rs7212510	SERAC1	11.538	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	SYNCRIP	11.538	additional GWAS	Biorxiv-Butterworth-2017
rs9787133	CCBL2	11.538	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	DNAJC19	11.538	additional GWAS	Biorxiv-Butterworth-2017
rs2012888	NCAM1	11.523	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	RAD51	11.523	additional GWAS	Biorxiv-Butterworth-2017
rs74447607	CBLN4	11.523	additional GWAS	Biorxiv-Butterworth-2017
rs1266078	APOM	11.523	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	ZNF18	11.509	additional GWAS	Biorxiv-Butterworth-2017
rs861442	PPBP	11.509	additional GWAS	Biorxiv-Butterworth-2017
rs2073668	ATP4B	11.495	additional GWAS	Biorxiv-Butterworth-2017
rs17863787	NR1D2	11.495	additional GWAS	Biorxiv-Butterworth-2017
rs704	GRP	11.495	additional GWAS	Biorxiv-Butterworth-2017
rs112635299	C1QTNF1	11.495	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	IGF1	11.481	additional GWAS	Biorxiv-Butterworth-2017
rs4241818	TEX29	11.481	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	CDK8,CCNC	11.469	additional GWAS	Biorxiv-Butterworth-2017
rs11553699	HBEGF	11.456	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	NSG2	11.456	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	GBP6	11.432	additional GWAS	Biorxiv-Butterworth-2017
rs58992912	RPIA	11.432	additional GWAS	Biorxiv-Butterworth-2017
rs200357845	SEC11C	11.42	additional GWAS	Biorxiv-Butterworth-2017
rs59123177	HLA,DPB1	11.42	additional GWAS	Biorxiv-Butterworth-2017
rs7247412	CHST1	11.42	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	SYT11	11.409	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	KLK6	11.387	additional GWAS	Biorxiv-Butterworth-2017
rs58936256	NOV	11.377	additional GWAS	Biorxiv-Butterworth-2017
rs11080055	PAXIP1	11.377	additional GWAS	Biorxiv-Butterworth-2017
rs7658970	NAPB	11.357	additional GWAS	Biorxiv-Butterworth-2017
rs7487683	RELL1	11.347	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	PIK3C2A	11.337	additional GWAS	Biorxiv-Butterworth-2017
rs3079633	TMEM2	11.337	additional GWAS	Biorxiv-Butterworth-2017
rs4253282	INHBC	11.337	additional GWAS	Biorxiv-Butterworth-2017
rs382280	PLEKHA7	11.319	additional GWAS	Biorxiv-Butterworth-2017
rs6003389	PRRG1	11.31	additional GWAS	Biorxiv-Butterworth-2017
rs1048372	AMELX	11.301	additional GWAS	Biorxiv-Butterworth-2017
rs33944729	RMI1	11.292	additional GWAS	Biorxiv-Butterworth-2017
rs34436714	C12orf49	11.284	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	NPLOC4	11.284	additional GWAS	Biorxiv-Butterworth-2017
rs2808628	CRP	11.268	additional GWAS	Biorxiv-Butterworth-2017
rs146682150	BGLAP	11.268	additional GWAS	Biorxiv-Butterworth-2017
rs12903656	NEO1	11.26	additional GWAS	Biorxiv-Butterworth-2017
rs58889466	IGLL1	11.252	additional GWAS	Biorxiv-Butterworth-2017
rs12038333	JAM2	11.237	additional GWAS	Biorxiv-Butterworth-2017
rs4632248	LRRK2	11.229	additional GWAS	Biorxiv-Butterworth-2017
rs6517101	EVA1C	11.229	additional GWAS	Biorxiv-Butterworth-2017
rs872914	PGK1	11.208	additional GWAS	Biorxiv-Butterworth-2017
rs4554007	FURIN	11.161	additional GWAS	Biorxiv-Butterworth-2017
rs62143198	CRISP3	11.161	additional GWAS	Biorxiv-Butterworth-2017
rs201263987	IL34	11.149	additional GWAS	Biorxiv-Butterworth-2017
rs33944729	C3orf18	11.131	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	OSM	11.131	additional GWAS	Biorxiv-Butterworth-2017
rs11708955	KLRF1	11.108	additional GWAS	Biorxiv-Butterworth-2017
rs10418046	DMPK	11.108	additional GWAS	Biorxiv-Butterworth-2017
rs11079936	GDF11,MSTN	11.102	additional GWAS	Biorxiv-Butterworth-2017
rs429358	MAN2B2	11.102	additional GWAS	Biorxiv-Butterworth-2017
rs1908671	CPM	11.092	additional GWAS	Biorxiv-Butterworth-2017
rs34813609	RNMTL1	11.092	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	FRZB	11.092	additional GWAS	Biorxiv-Butterworth-2017
rs1815739	GDF11,MSTN	11.092	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	AARS	11.081	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	TNFSF8	11.081	additional GWAS	Biorxiv-Butterworth-2017
rs2116308	LSAMP	11.081	additional GWAS	Biorxiv-Butterworth-2017
rs7897379	CTSA	11.071	additional GWAS	Biorxiv-Butterworth-2017
rs11575194	OSBPL11	11.06	additional GWAS	Biorxiv-Butterworth-2017
rs181209	IL27,EBI3	11.06	additional GWAS	Biorxiv-Butterworth-2017
rs8176747	BCAM	11.051	additional GWAS	Biorxiv-Butterworth-2017
rs72835078	GP1BA	11.041	additional GWAS	Biorxiv-Butterworth-2017
rs7298766	FAM189A2	11.041	additional GWAS	Biorxiv-Butterworth-2017
rs2704050	DSG2	11.032	additional GWAS	Biorxiv-Butterworth-2017
rs2846667	COLEC12	11.032	additional GWAS	Biorxiv-Butterworth-2017
rs201263987	FLT3	11.032	additional GWAS	Biorxiv-Butterworth-2017
rs704	C5orf63	11.022	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	SPARC	11.009	additional GWAS	Biorxiv-Butterworth-2017
rs1065853	RGMA	11	additional GWAS	Biorxiv-Butterworth-2017
rs570618	FRK	10.959	additional GWAS	Biorxiv-Butterworth-2017
rs10754199	CD63	10.959	additional GWAS	Biorxiv-Butterworth-2017
rs503366	MTRF1L	10.959	additional GWAS	Biorxiv-Butterworth-2017
rs74589258	RRM2B	10.959	additional GWAS	Biorxiv-Butterworth-2017
rs5112	NPTX2	10.959	additional GWAS	Biorxiv-Butterworth-2017
rs635634	IGF1R	10.959	additional GWAS	Biorxiv-Butterworth-2017
rs5745695	HGF	10.921	additional GWAS	Biorxiv-Butterworth-2017
rs72622926	SPACA3	10.921	additional GWAS	Biorxiv-Butterworth-2017
rs704	CYTH2	10.921	additional GWAS	Biorxiv-Butterworth-2017
rs2731673	PAM	10.921	additional GWAS	Biorxiv-Butterworth-2017
rs11447348	ARL11	10.921	additional GWAS	Biorxiv-Butterworth-2017
rs77303550	SPARCL1	10.921	additional GWAS	Biorxiv-Butterworth-2017
rs967645	DYNAP	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs10896045	SHISA3	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs68055275	SEMA3G	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs146385050	MRC2	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs1133763	CCL8	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs62143197	ASAP2	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs62143196	CXCL5	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs62143196	PLG	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	DNAJB11	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs6993770	BDNF	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs814573	CRP	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs74480769	NR1H2	10.886	additional GWAS	Biorxiv-Butterworth-2017
rs10843115	PTHLH	10.854	additional GWAS	Biorxiv-Butterworth-2017
rs34714188	PMEL	10.854	additional GWAS	Biorxiv-Butterworth-2017
rs5498	ICAM1	293.96	additional GWAS	biorxiv-Graumann-2016
rs4129267	IL6R	293.917	additional GWAS	biorxiv-Graumann-2016
rs11553746	ACP1	279.693	additional GWAS	biorxiv-Graumann-2016
rs17415296	LEPR	270.702	additional GWAS	biorxiv-Graumann-2016
rs9858542	MST1	241.86	additional GWAS	biorxiv-Graumann-2016
rs1024948	IL1RAP	229.803	additional GWAS	biorxiv-Graumann-2016
rs1622406	LRPAP1	228.493	additional GWAS	biorxiv-Graumann-2016
rs17413015	FCGR2A,FCGR2B	185.992	additional GWAS	biorxiv-Graumann-2016
rs12459419	CD33	184.853	additional GWAS	biorxiv-Graumann-2016
rs7221769	CCL15	181.712	additional GWAS	biorxiv-Graumann-2016
rs17482078	ERAP1	156.009	additional GWAS	biorxiv-Graumann-2016
rs2302465	BST1	150.696	additional GWAS	biorxiv-Graumann-2016
rs1926447	MAPKAPK3	145.016	additional GWAS	biorxiv-Graumann-2016
rs3806701	TDGF1	144.423	additional GWAS	biorxiv-Graumann-2016
rs2004318	LILRB1	138.214	additional GWAS	biorxiv-Graumann-2016
rs12141375	CHIT1	134.788	additional GWAS	biorxiv-Graumann-2016
rs33995560	CCL16	128.897	additional GWAS	biorxiv-Graumann-2016
rs2304456	KNG1	128.21	additional GWAS	biorxiv-Graumann-2016
rs1993373	SAA1	127.15	additional GWAS	biorxiv-Graumann-2016
rs3117600	CXCL1	119.496	additional GWAS	biorxiv-Graumann-2016
rs2844511	MICA	118.421	additional GWAS	biorxiv-Graumann-2016
rs3776081	PDGFRB	114.813	additional GWAS	biorxiv-Graumann-2016
rs4525	CAMK1	109.695	additional GWAS	biorxiv-Graumann-2016
rs651007	SELE	107.143	additional GWAS	biorxiv-Graumann-2016
rs2058622	IL18R1	107.044	additional GWAS	biorxiv-Graumann-2016
rs9326248	PCSK7	104.782	additional GWAS	biorxiv-Graumann-2016
rs10824796	MBL2	103.61	additional GWAS	biorxiv-Graumann-2016
rs2830585	ADAMTS5	103.409	additional GWAS	biorxiv-Graumann-2016
rs13294	ECM1	101.112	additional GWAS	biorxiv-Graumann-2016
rs2228243	HRG	100.658	additional GWAS	biorxiv-Graumann-2016
rs4725617	EPHA1	100.154	additional GWAS	biorxiv-Graumann-2016
rs2097326	TIMP3	99.57	additional GWAS	biorxiv-Graumann-2016
rs11603020	SERPING1	97.271	additional GWAS	biorxiv-Graumann-2016
rs16850073	CXCL6	97.015	additional GWAS	biorxiv-Graumann-2016
rs2425143	CPNE1	94.788	additional GWAS	biorxiv-Graumann-2016
rs3827278	IL17RA	92.706	additional GWAS	biorxiv-Graumann-2016
rs7250849	SIGLEC14	90.329	additional GWAS	biorxiv-Graumann-2016
rs2691273	SIGLEC9	88.94	additional GWAS	biorxiv-Graumann-2016
rs8112211	SPINT2	87.989	additional GWAS	biorxiv-Graumann-2016
rs2228243	MAP2K4	87.221	additional GWAS	biorxiv-Graumann-2016
rs342706	GPC5	82.905	additional GWAS	biorxiv-Graumann-2016
rs3742264	CPB2	82.552	additional GWAS	biorxiv-Graumann-2016
rs9013	KYNU	80.998	additional GWAS	biorxiv-Graumann-2016
rs217181	HP	80.978	additional GWAS	biorxiv-Graumann-2016
rs103294	LILRB2	79.446	additional GWAS	biorxiv-Graumann-2016
rs12151621	GNLY	77.514	additional GWAS	biorxiv-Graumann-2016
rs12712135	IL1RL1	75.352	additional GWAS	biorxiv-Graumann-2016
rs778986	FUT3	72.057	additional GWAS	biorxiv-Graumann-2016
rs10935480	FLT4	72.034	additional GWAS	biorxiv-Graumann-2016
rs3138036	CCL7	68.74	additional GWAS	biorxiv-Graumann-2016
rs5167	CSF3	68.678	additional GWAS	biorxiv-Graumann-2016
rs776905	F7	68.667	additional GWAS	biorxiv-Graumann-2016
rs376008	IL12RB1	68.202	additional GWAS	biorxiv-Graumann-2016
rs17094448	ENTPD5	67.271	additional GWAS	biorxiv-Graumann-2016
rs10494745	HPX	66.571	additional GWAS	biorxiv-Graumann-2016
rs36032232	ANXA2	65.158	additional GWAS	biorxiv-Graumann-2016
rs17284969	SEMA3E	64.613	additional GWAS	biorxiv-Graumann-2016
rs489286	SLAMF7	61.931	additional GWAS	biorxiv-Graumann-2016
rs35395347	TXNDC12	61.525	additional GWAS	biorxiv-Graumann-2016
rs7091871	CAMK1	60.377	additional GWAS	biorxiv-Graumann-2016
rs7959452	LYZ	60.108	additional GWAS	biorxiv-Graumann-2016
rs17220241	LRPAP1	57.745	additional GWAS	biorxiv-Graumann-2016
rs8176749	TIE1	56.999	additional GWAS	biorxiv-Graumann-2016
rs7522061	FCRL3	56.27	additional GWAS	biorxiv-Graumann-2016
rs692804	IL25	55.962	additional GWAS	biorxiv-Graumann-2016
rs8176749	CDH5	54.924	additional GWAS	biorxiv-Graumann-2016
rs4693167	SPARCL1	52.591	additional GWAS	biorxiv-Graumann-2016
rs6138458	CST7	52.119	additional GWAS	biorxiv-Graumann-2016
rs646776	GRN	51.991	additional GWAS	biorxiv-Graumann-2016
rs9468569	LRPAP1	51.979	additional GWAS	biorxiv-Graumann-2016
rs947409	ESD	51.65	additional GWAS	biorxiv-Graumann-2016
rs4986791	TLR4,LY96	49.754	additional GWAS	biorxiv-Graumann-2016
rs8103941	KLK12	49.277	additional GWAS	biorxiv-Graumann-2016
rs1250258	FN1	48.892	additional GWAS	biorxiv-Graumann-2016
rs618835	KIR2DL4	48.645	additional GWAS	biorxiv-Graumann-2016
rs600324	IGF2R	47.359	additional GWAS	biorxiv-Graumann-2016
rs41341749	CCL14	47.303	additional GWAS	biorxiv-Graumann-2016
rs882732	SERPINA4	47.114	additional GWAS	biorxiv-Graumann-2016
rs2239908	SEMA3A	47.024	additional GWAS	biorxiv-Graumann-2016
rs4859571	NAAA	45.972	additional GWAS	biorxiv-Graumann-2016
rs2124910	SIGLEC6	45.561	additional GWAS	biorxiv-Graumann-2016
rs10455097	CD109	45.499	additional GWAS	biorxiv-Graumann-2016
rs4688759	TXNDC12	45.034	additional GWAS	biorxiv-Graumann-2016
rs2228243	CD27	44.768	additional GWAS	biorxiv-Graumann-2016
rs7588285	COLEC11	43.784	additional GWAS	biorxiv-Graumann-2016
rs651007	INSR	43.411	additional GWAS	biorxiv-Graumann-2016
rs9904601	CCL18	43.079	additional GWAS	biorxiv-Graumann-2016
rs6138152	CST5	42.33	additional GWAS	biorxiv-Graumann-2016
rs1463657	IL17RD	41.867	additional GWAS	biorxiv-Graumann-2016
rs1250258	FN1	41.743	additional GWAS	biorxiv-Graumann-2016
rs11715835	TXNDC12	41.687	additional GWAS	biorxiv-Graumann-2016
rs1203119	HGFAC	40.649	additional GWAS	biorxiv-Graumann-2016
rs3803884	WFIKKN2	39.848	additional GWAS	biorxiv-Graumann-2016
rs5030062	F11	39.523	additional GWAS	biorxiv-Graumann-2016
rs41271951	CTSS	39.386	additional GWAS	biorxiv-Graumann-2016
rs6695321	C1S	39.025	additional GWAS	biorxiv-Graumann-2016
rs41341749	CCL23	39.018	additional GWAS	biorxiv-Graumann-2016
rs2518136	AHSG	38.778	additional GWAS	biorxiv-Graumann-2016
rs4704846	HAVCR2	38.745	additional GWAS	biorxiv-Graumann-2016
rs4951168	CNTN2	38.669	additional GWAS	biorxiv-Graumann-2016
rs13063312	MST1	38.387	additional GWAS	biorxiv-Graumann-2016
rs308403	FGF2	38.237	additional GWAS	biorxiv-Graumann-2016
rs17114671	ANG	37.717	additional GWAS	biorxiv-Graumann-2016
rs3094005	MICB	37.379	additional GWAS	biorxiv-Graumann-2016
rs867186	PROC	37.264	additional GWAS	biorxiv-Graumann-2016
rs8176749	TEK	37.061	additional GWAS	biorxiv-Graumann-2016
rs17368582	MMP12	36.824	additional GWAS	biorxiv-Graumann-2016
rs1190552	IMPDH1	36.816	additional GWAS	biorxiv-Graumann-2016
rs7588285	IL19	36.561	additional GWAS	biorxiv-Graumann-2016
rs6697763	CA6	36.529	additional GWAS	biorxiv-Graumann-2016
rs6114248	CST1	36.297	additional GWAS	biorxiv-Graumann-2016
rs10737680	CFH	35.89	additional GWAS	biorxiv-Graumann-2016
rs2545801	SOD2	35.336	additional GWAS	biorxiv-Graumann-2016
rs11548618	CXCL10	35.143	additional GWAS	biorxiv-Graumann-2016
rs5030062	KLKB1	34.745	additional GWAS	biorxiv-Graumann-2016
rs12146727	C1R	34.47	additional GWAS	biorxiv-Graumann-2016
rs2842126	ASAH2	34.278	additional GWAS	biorxiv-Graumann-2016
rs9283893	MMP8	33.417	additional GWAS	biorxiv-Graumann-2016
rs12134133	CD55	32.805	additional GWAS	biorxiv-Graumann-2016
rs556990	MAP2K2	32.664	additional GWAS	biorxiv-Graumann-2016
rs651007	FLT4	32.639	additional GWAS	biorxiv-Graumann-2016
rs1339847	DYNLRB1	32.037	additional GWAS	biorxiv-Graumann-2016
rs5498	ICAM5	31.62	additional GWAS	biorxiv-Graumann-2016
rs4984778	TPSB2	31.152	additional GWAS	biorxiv-Graumann-2016
rs1455434	MIA	31.028	additional GWAS	biorxiv-Graumann-2016
rs8071756	SCARF1	30.583	additional GWAS	biorxiv-Graumann-2016
rs6114248	CST2	30.358	additional GWAS	biorxiv-Graumann-2016
rs1654439	GP6	30.203	additional GWAS	biorxiv-Graumann-2016
rs484915	MMP1	29.671	additional GWAS	biorxiv-Graumann-2016
rs4151669	CFB	28.897	additional GWAS	biorxiv-Graumann-2016
rs8396	PPID	28.896	additional GWAS	biorxiv-Graumann-2016
rs651007	CD36	28.893	additional GWAS	biorxiv-Graumann-2016
rs6714900	NAGK	28.424	additional GWAS	biorxiv-Graumann-2016
rs3792900	TGFBI	28.375	additional GWAS	biorxiv-Graumann-2016
rs2280774	C4A,C4B	28.12	additional GWAS	biorxiv-Graumann-2016
rs1511802	KLKB1	28.04	additional GWAS	biorxiv-Graumann-2016
rs12052479	PDK1	27.61	additional GWAS	biorxiv-Graumann-2016
rs10919544	FCGR3B	27.452	additional GWAS	biorxiv-Graumann-2016
